Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
24-October-2011,1057.00,1091.65,1057.00,1079.35,1082.338157517116969373,195128,8977,211194480.00,84667,43.39,34.65,22.35
21-October-2011,1052.00,1059.90,1042.00,1048.25,1054.769474630811402320,461485,6914,486760291.00,340101,73.70,17.90,-3.75
20-October-2011,1036.00,1046.00,1030.85,1044.70,1041.927240525359240896,194229,6054,202372486.00,87953,45.28,15.15,8.70
19-October-2011,1043.50,1053.80,1035.05,1048.70,1045.205647517858719553,237839,10474,248590666.00,52131,21.92,18.75,5.20
18-October-2011,1062.00,1064.00,1021.10,1033.50,1035.724281597740293169,877990,34078,909355562.00,211338,24.07,42.90,-28.50
17-October-2011,1150.00,1154.90,1111.15,1119.80,1128.906318730117719250,309635,13843,349548908.00,56849,18.36,43.75,-30.20
14-October-2011,1088.60,1140.00,1088.00,1134.50,1118.851961729737255359,488421,18679,546470794.00,151384,30.99,52.00,45.90
13-October-2011,1095.00,1103.50,1079.20,1090.80,1092.382121083018701611,340345,12490,371786793.00,89187,26.20,24.30,-4.20
12-October-2011,1064.00,1088.80,1062.05,1079.35,1077.174621731880357131,325034,13237,350118376.00,78041,24.01,26.75,15.35
11-October-2011,1071.05,1078.00,1035.55,1041.20,1064.039256457215366693,375123,9066,399145598.00,230816,61.53,42.45,-29.85
10-October-2011,1048.30,1074.50,1047.10,1065.30,1062.984461584333316455,177753,8009,188948677.00,48538,27.31,27.40,17.00
7-October-2011,1070.00,1077.75,1039.00,1048.70,1058.511875194819559381,198902,8669,210540129.00,38230,19.22,38.75,-21.30
5-October-2011,1052.25,1062.00,1041.15,1043.50,1052.371555051212491947,169197,6831,178058110.00,42552,25.15,20.85,-8.75
4-October-2011,1036.00,1056.40,1028.75,1045.95,1043.624620961031268070,283612,9388,295984466.00,65203,22.99,27.65,9.95
3-October-2011,1024.95,1048.00,1015.00,1044.00,1035.015579693982245617,179336,7940,185615554.00,27859,15.53,33.00,19.05
30-September-2011,1054.00,1064.20,1032.30,1037.50,1048.180414639024065062,150010,6408,157237544.00,16878,11.25,31.90,-16.50
29-September-2011,1040.00,1067.85,1035.00,1060.30,1053.532912192986067190,267211,8766,281515583.00,81939,30.66,32.85,20.30
